ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K012038,A11311,2025-01-15,medium,6.4,4.1
K012039,A11311,2024-11-27,low,10.0,4.8
K012040,A11313,2025-06-13,low,8.3,4.9
K012041,A11315,2024-05-11,low,19.9,3.7
K012042,A11315,2024-10-27,low,4.6,4.0
K012043,A11316,2024-12-12,low,17.4,3.2
K012044,A11316,2024-07-11,medium,6.5,3.9
K012045,A11320,2024-06-17,medium,17.2,3.7
K012046,A11320,2026-01-25,medium,6.9,3.5
K012047,A11322,2025-06-07,medium,24.7,3.2
K012048,A11324,2026-03-03,high,7.5,3.3
K012049,A11326,2026-02-08,medium,11.6,5.0
K012050,A11329,2025-07-02,medium,34.3,3.2
K012051,A11330,2025-10-28,medium,7.1,5.0
K012052,A11330,2026-01-15,low,14.3,3.8
K012053,A11330,2025-10-17,high,5.8,3.1
K012054,A11331,2025-12-01,medium,11.3,4.5
K012055,A11331,2025-10-08,low,29.5,3.4
K012056,A11334,2024-11-08,high,13.6,3.4
K012057,A11335,2025-05-11,low,11.4,4.2
K012058,A11335,2025-01-12,medium,16.2,3.8
K012059,A11335,2024-04-12,medium,12.6,3.6
K012060,A11337,2024-08-05,low,9.8,4.7
K012061,A11337,2025-03-01,low,12.9,4.4
K012062,A11337,2025-03-13,low,9.2,4.0
K012063,A11338,2025-05-17,medium,8.2,3.6
K012064,A11339,2026-02-20,medium,5.2,4.4
K012065,A11339,2026-02-25,low,2.3,4.1
K012066,A11341,2025-08-10,high,5.1,4.0
K012067,A11342,2024-06-15,low,11.0,3.2
K012068,A11344,2025-10-19,low,6.7,3.8
K012069,A11345,2025-12-10,low,5.4,4.4
K012070,A11346,2025-09-06,high,10.4,3.5
K012071,A11348,2025-11-25,low,14.5,3.9
K012072,A11349,2025-09-14,medium,31.6,3.5
K012073,A11350,2025-11-01,medium,10.4,3.0
K012074,A11353,2024-01-29,medium,6.4,4.1
K012075,A11354,2025-07-16,low,7.9,3.5
K012076,A11354,2025-06-30,low,31.4,4.0
K012077,A11355,2024-12-24,low,15.3,3.5
K012078,A11358,2026-03-11,high,14.4,4.2
K012079,A11362,2025-02-01,low,4.0,4.3
K012080,A11363,2025-12-01,medium,7.7,3.0
K012081,A11363,2026-02-10,medium,5.6,4.5
K012082,A11364,2024-08-11,low,20.7,4.1
K012083,A11365,2025-12-07,low,18.6,3.5
K012084,A11365,2026-01-17,low,33.8,3.4
K012085,A11366,2025-10-01,low,2.7,4.3
K012086,A11369,2025-04-03,medium,8.6,4.3
K012087,A11370,2026-01-01,high,4.4,3.8
K012088,A11372,2026-01-22,low,13.4,3.4
K012089,A11372,2024-12-12,medium,7.3,4.7
K012090,A11372,2025-12-18,low,6.6,3.8
K012091,A11374,2026-02-21,low,20.3,4.6
K012092,A11375,2024-10-02,medium,1.8,4.6
K012093,A11377,2025-11-03,low,11.7,4.2
K012094,A11377,2026-02-26,low,3.4,4.4
K012095,A11378,2025-09-04,medium,19.1,4.2
K012096,A11379,2025-11-29,medium,17.4,3.9
K012097,A11381,2025-06-14,low,19.8,3.1
K012098,A11381,2025-09-13,low,4.0,3.8
K012099,A11382,2024-06-22,medium,34.4,2.9
K012100,A11382,2024-11-19,medium,15.0,4.2
K012101,A11383,2025-07-08,high,16.0,3.6
K012102,A11383,2026-02-12,high,20.2,3.0
K012103,A11383,2025-04-08,medium,5.0,4.2
K012104,A11384,2025-06-06,low,6.5,4.1
K012105,A11385,2026-01-26,low,8.6,4.3
K012106,A11386,2024-06-21,low,13.7,4.3
K012107,A11386,2025-01-11,medium,28.8,2.8
K012108,A11387,2024-07-05,low,11.5,4.2
K012109,A11387,2025-07-28,high,26.2,3.1
K012110,A11387,2025-04-10,low,9.2,3.9
K012111,A11387,2025-10-10,low,23.4,4.1
K012112,A11387,2025-12-13,low,7.5,3.8
K012113,A11388,2025-03-26,low,13.3,4.4
K012114,A11390,2024-07-15,medium,15.5,2.9
K012115,A11391,2024-10-01,low,17.0,4.3
K012116,A11391,2024-12-17,high,17.0,4.2
K012117,A11392,2025-03-09,low,10.7,4.2
K012118,A11393,2025-03-20,medium,8.5,4.6
K012119,A11393,2026-01-16,low,9.8,3.9
K012120,A11396,2025-10-04,low,23.3,4.1
K012121,A11396,2025-10-27,low,7.7,4.1
K012122,A11397,2026-01-02,low,25.5,3.8
K012123,A11400,2026-03-24,medium,10.7,3.9
K012124,A11401,2025-06-30,low,1.9,4.8
K012125,A11401,2025-09-06,low,14.9,3.7
K012126,A11401,2025-09-12,low,17.3,4.9
K012127,A11403,2024-04-22,medium,3.1,5.0
K012128,A11403,2024-04-16,low,18.2,4.0
K012129,A11405,2025-11-14,medium,8.6,3.9
K012130,A11407,2026-01-31,medium,12.4,2.8
K012131,A11408,2025-09-28,medium,20.6,3.7
K012132,A11408,2026-03-07,medium,3.6,4.3
K012133,A11410,2024-06-06,medium,3.9,5.0
K012134,A11415,2025-11-02,medium,24.7,4.4
K012135,A11416,2025-08-31,medium,17.0,3.8
K012136,A11417,2025-08-31,low,14.0,4.1
K012137,A11417,2025-07-02,low,5.4,4.7
K012138,A11418,2025-04-21,low,30.1,3.0
K012139,A11419,2025-10-12,low,25.0,3.6
K012140,A11421,2026-03-07,low,11.1,3.9
K012141,A11421,2025-04-20,low,17.0,3.5
K012142,A11421,2025-05-07,low,29.6,3.3
K012143,A11421,2025-11-27,low,7.0,3.5
K012144,A11422,2025-12-09,medium,4.6,4.5
K012145,A11425,2025-03-23,medium,38.3,4.3
K012146,A11426,2025-06-23,low,40.8,2.8
K012147,A11426,2025-05-19,low,10.5,4.4
K012148,A11426,2025-05-10,low,4.7,4.0
K012149,A11427,2025-11-21,medium,15.3,4.3
K012150,A11427,2025-10-09,low,14.8,3.2
K012151,A11428,2025-02-16,low,10.2,4.8
K012152,A11428,2025-04-14,low,9.0,3.0
K012153,A11428,2025-07-01,medium,5.9,4.5
K012154,A11428,2025-09-21,low,27.7,3.5
K012155,A11429,2024-11-27,low,12.3,4.2
K012156,A11430,2025-09-26,low,13.2,4.3
K012157,A11430,2025-12-11,medium,12.9,3.7
K012158,A11431,2024-04-08,medium,0.5,3.7
K012159,A11433,2025-11-02,medium,12.0,4.1
K012160,A11434,2025-08-28,high,3.2,3.5
K012161,A11434,2025-07-08,medium,21.6,3.2
K012162,A11436,2025-01-07,medium,3.4,3.7
K012163,A11438,2025-03-10,medium,15.8,4.8
K012164,A11438,2025-10-14,medium,4.4,3.6
K012165,A11439,2026-03-19,medium,9.0,4.8
K012166,A11439,2025-05-25,high,2.0,3.4
K012167,A11441,2024-08-09,low,3.1,4.1
K012168,A11441,2024-09-13,low,3.4,5.0
K012169,A11441,2024-08-23,low,29.9,3.4
K012170,A11442,2024-12-27,medium,12.9,5.0
K012171,A11442,2025-06-27,medium,6.5,4.3
K012172,A11444,2025-03-14,low,3.6,5.0
K012173,A11445,2024-09-12,high,30.1,3.4
K012174,A11445,2025-03-31,low,7.9,3.2
K012175,A11445,2026-02-19,medium,6.2,3.6
K012176,A11446,2024-12-06,high,23.1,2.5
K012177,A11449,2025-05-11,low,17.4,4.5
K012178,A11449,2025-06-06,medium,9.0,2.6
K012179,A11452,2025-10-10,medium,5.8,4.1
K012180,A11452,2025-11-27,low,5.2,4.6
K012181,A11453,2025-01-22,low,6.3,2.7
K012182,A11453,2025-12-11,low,18.6,3.9
K012183,A11454,2026-03-23,high,5.1,3.8
K012184,A11455,2026-03-19,medium,0.7,4.7
K012185,A11455,2026-02-12,low,29.2,3.5
K012186,A11458,2024-02-16,low,11.4,4.3
K012187,A11460,2024-07-14,low,9.8,4.3
K012188,A11460,2025-09-23,medium,11.1,4.5
K012189,A11461,2025-07-01,low,13.2,3.3
K012190,A11462,2024-12-02,medium,6.6,4.5
K012191,A11462,2025-02-17,low,23.6,3.8
K012192,A11462,2025-01-09,low,10.3,4.0
K012193,A11463,2025-03-17,low,14.6,3.3
K012194,A11464,2025-10-27,low,1.4,4.0
K012195,A11464,2026-03-16,medium,6.2,4.0
K012196,A11468,2024-11-22,low,3.8,3.3
K012197,A11471,2024-11-29,low,6.2,4.3
K012198,A11471,2025-04-25,high,22.9,4.4
K012199,A11471,2025-01-30,medium,6.6,3.9
K012200,A11472,2025-10-26,low,10.1,3.9
K012201,A11472,2025-05-21,medium,13.3,3.4
K012202,A11473,2024-03-02,low,8.3,5.0
K012203,A11474,2025-10-21,medium,17.0,4.0
K012204,A11474,2024-12-30,medium,10.7,4.5
K012205,A11474,2025-09-28,medium,7.2,3.0
K012206,A11475,2025-06-09,medium,4.5,4.6
K012207,A11475,2025-11-15,medium,10.3,4.3
K012208,A11476,2024-07-28,high,16.4,2.8
K012209,A11477,2024-07-12,low,7.1,3.7
K012210,A11477,2024-07-14,medium,30.9,3.5
K012211,A11477,2024-05-20,high,24.6,3.6
K012212,A11479,2025-08-17,low,7.4,4.0
K012213,A11480,2025-06-28,low,12.0,4.9
K012214,A11480,2025-10-20,high,2.1,3.7
K012215,A11480,2025-10-24,low,9.4,4.7
K012216,A11481,2026-02-06,medium,8.1,5.0
K012217,A11481,2025-04-30,low,12.0,3.8
K012218,A11481,2025-05-28,low,7.4,2.4
K012219,A11483,2024-08-24,low,8.7,3.7
K012220,A11483,2025-06-26,low,14.8,4.4
K012221,A11483,2025-09-13,low,7.6,4.7
K012222,A11483,2024-07-16,medium,4.7,4.0
K012223,A11484,2025-07-17,medium,10.4,3.8
K012224,A11484,2025-07-26,medium,14.3,4.0
K012225,A11485,2025-09-21,medium,6.5,3.5
K012226,A11487,2026-01-10,low,17.8,2.9
K012227,A11487,2025-11-29,low,11.1,4.8
K012228,A11488,2025-11-01,low,16.4,4.9
K012229,A11488,2025-07-14,medium,31.7,3.3
K012230,A11489,2024-06-04,medium,8.5,4.0
K012231,A11489,2025-03-29,low,17.4,4.0
K012232,A11490,2026-01-12,low,25.6,3.3
K012233,A11490,2026-02-01,high,26.8,3.7
K012234,A11491,2024-05-07,low,14.5,4.1
K012235,A11491,2024-07-10,low,6.2,4.2
K012236,A11491,2024-03-09,low,17.0,3.4
K012237,A11492,2026-01-11,medium,25.2,3.5
K012238,A11493,2025-02-17,medium,14.3,4.0
K012239,A11494,2024-07-06,low,27.9,2.7
K012240,A11494,2024-08-17,low,51.7,3.2
K012241,A11494,2024-11-27,low,5.6,3.1
K012242,A11494,2024-10-29,medium,7.6,3.9
K012243,A11495,2025-05-28,medium,11.6,3.4
K012244,A11495,2025-07-28,high,53.3,2.3
K012245,A11496,2026-02-03,low,10.3,3.0
K012246,A11500,2024-10-06,medium,21.6,3.6
K012247,A11504,2025-12-27,low,15.5,3.9
K012248,A11506,2025-09-09,low,15.1,4.5
K012249,A11506,2025-04-02,low,22.5,3.6
K012250,A11510,2025-09-27,low,28.0,3.9
K012251,A11511,2024-10-31,medium,4.8,3.1
K012252,A11511,2025-08-12,medium,4.4,3.8
K012253,A11511,2025-05-14,low,14.1,4.5
K012254,A11512,2026-03-07,medium,15.0,2.8
K012255,A11513,2025-03-04,low,5.0,4.4
K012256,A11513,2026-02-17,low,7.6,4.8
K012257,A11515,2024-08-01,low,19.5,4.6
K012258,A11517,2025-10-18,medium,48.3,3.3
K012259,A11517,2025-10-04,medium,12.9,4.6
K012260,A11519,2025-12-31,medium,12.3,4.9
K012261,A11520,2025-09-06,low,23.5,3.3
K012262,A11520,2025-07-28,low,12.5,3.5
K012263,A11521,2024-12-08,low,7.5,2.7
K012264,A11521,2024-10-21,low,15.6,3.6
K012265,A11522,2024-04-18,medium,20.6,3.7
K012266,A11522,2024-06-10,low,14.4,3.8
K012267,A11523,2025-11-10,medium,72.0,3.1
K012268,A11526,2026-02-20,medium,3.3,3.8
K012269,A11526,2026-03-09,high,15.8,4.3
K012270,A11526,2025-09-29,low,2.0,3.4
K012271,A11527,2024-09-03,high,43.0,2.2
K012272,A11530,2025-06-09,high,7.0,4.1
K012273,A11532,2026-02-17,medium,5.9,3.8
K012274,A11533,2024-02-10,medium,6.1,4.5
K012275,A11534,2025-07-30,high,9.7,3.5
K012276,A11534,2025-12-15,high,3.1,4.6
K012277,A11535,2024-08-17,low,31.5,3.9
K012278,A11536,2024-08-24,low,10.1,3.9
K012279,A11541,2025-09-09,high,12.6,4.6
K012280,A11544,2025-10-07,medium,5.3,4.1
K012281,A11545,2024-11-17,low,18.2,4.0
K012282,A11548,2024-11-17,low,7.3,3.5
K012283,A11549,2025-12-26,high,4.7,5.0
K012284,A11550,2025-04-18,low,16.3,3.6
K012285,A11553,2025-05-05,low,12.9,3.7
K012286,A11556,2025-02-02,high,9.1,4.3
K012287,A11557,2024-12-12,low,1.2,4.2
K012288,A11559,2025-07-28,medium,6.7,4.6
K012289,A11561,2026-02-27,low,5.3,3.5
K012290,A11561,2025-09-14,medium,13.1,3.9
K012291,A11562,2025-12-24,medium,14.7,4.3
K012292,A11564,2024-07-19,low,4.1,4.4
K012293,A11564,2025-12-11,medium,9.7,3.8
K012294,A11564,2025-01-22,high,5.3,5.0
K012295,A11565,2026-02-20,low,24.0,3.3
K012296,A11566,2026-02-02,low,3.7,4.0
K012297,A11567,2026-03-05,medium,9.1,3.2
K012298,A11569,2024-12-28,medium,24.6,4.8
K012299,A11570,2025-01-10,low,18.8,3.7
K012300,A11574,2025-08-25,low,25.9,3.6
K012301,A11574,2025-11-04,medium,4.6,4.1
K012302,A11576,2024-06-17,low,7.8,3.5
K012303,A11576,2024-04-13,low,3.9,3.2
K012304,A11577,2026-01-04,medium,13.6,4.9
K012305,A11577,2026-01-26,medium,5.1,4.3
K012306,A11577,2026-03-10,low,17.7,4.2
K012307,A11579,2025-03-08,low,20.7,4.2
K012308,A11579,2025-07-31,low,13.9,3.2
K012309,A11580,2025-01-02,low,10.1,4.9
K012310,A11581,2025-02-25,high,46.2,3.2
K012311,A11582,2025-09-12,medium,8.7,3.7
K012312,A11584,2025-06-27,low,1.3,3.9
K012313,A11586,2025-11-13,medium,0.5,4.1
K012314,A11586,2025-11-23,medium,10.4,4.6
K012315,A11586,2025-09-18,low,17.6,4.0
K012316,A11586,2026-03-20,low,14.6,3.8
K012317,A11587,2026-01-01,medium,11.5,4.1
K012318,A11588,2025-10-12,low,6.4,3.0
K012319,A11589,2024-11-09,medium,3.7,5.0
K012320,A11589,2024-11-16,low,22.6,4.0
K012321,A11590,2024-09-22,low,31.4,3.8
K012322,A11590,2024-11-22,medium,9.6,4.2
K012323,A11593,2025-09-14,low,10.6,4.0
K012324,A11593,2025-11-08,medium,5.3,5.0
K012325,A11594,2025-05-06,low,5.4,4.3
K012326,A11594,2026-03-22,medium,2.7,4.1
K012327,A11597,2025-10-18,low,15.5,4.0
K012328,A11598,2025-02-23,medium,23.7,3.2
K012329,A11598,2025-09-04,medium,16.3,3.6
K012330,A11598,2025-01-31,low,4.8,4.2
K012331,A11598,2025-06-30,medium,10.2,4.3
K012332,A11598,2025-08-21,medium,2.9,4.1
K012333,A11598,2025-10-07,high,19.0,3.7
K012334,A11598,2025-10-05,high,21.4,3.7
K012335,A11598,2024-12-11,high,9.2,3.8
K012336,A11599,2025-07-16,low,13.9,4.9
K012337,A11601,2025-08-01,medium,13.3,3.3
K012338,A11601,2025-08-05,low,3.7,3.8
K012339,A11602,2024-09-12,low,25.4,3.3
K012340,A11602,2024-08-10,low,18.5,3.5
K012341,A11603,2025-12-24,low,4.5,3.6
K012342,A11606,2026-01-13,medium,11.2,4.1
K012343,A11606,2025-09-19,medium,7.5,3.3
K012344,A11607,2025-04-02,low,3.7,5.0
K012345,A11608,2025-02-25,low,16.2,3.4
K012346,A11609,2024-03-07,medium,13.1,4.0
K012347,A11611,2024-06-10,high,13.5,3.9
K012348,A11612,2026-01-15,medium,15.0,4.1
K012349,A11614,2025-11-05,low,9.5,4.7
K012350,A11614,2026-03-18,medium,9.0,4.3
K012351,A11614,2026-03-27,low,5.9,4.0
K012352,A11616,2024-05-21,low,17.2,3.3
K012353,A11616,2024-04-24,low,7.3,3.6
K012354,A11617,2024-11-12,high,18.0,4.1
K012355,A11617,2024-12-08,low,3.6,4.2
K012356,A11618,2025-01-23,medium,1.5,4.0
K012357,A11619,2026-01-10,low,15.1,4.6
K012358,A11619,2025-10-04,low,3.6,4.8
K012359,A11620,2025-05-28,low,19.3,3.2
K012360,A11620,2025-11-30,medium,8.0,4.3
K012361,A11622,2025-09-07,low,17.8,3.1
K012362,A11622,2024-11-28,medium,19.1,3.9
K012363,A11626,2024-11-19,low,8.6,4.9
K012364,A11626,2024-09-17,low,15.5,3.3
K012365,A11626,2025-09-24,medium,5.5,2.5
K012366,A11628,2025-12-13,medium,26.1,2.8
K012367,A11628,2025-09-28,low,3.9,3.0
K012368,A11629,2024-08-03,low,10.3,3.5
K012369,A11629,2024-08-13,high,11.6,2.8
K012370,A11630,2025-07-30,medium,12.5,3.6
K012371,A11630,2025-08-02,low,2.9,3.6
K012372,A11630,2025-07-11,medium,12.4,3.6
K012373,A11630,2025-05-17,low,6.8,4.1
K012374,A11632,2025-04-11,low,2.5,3.9
K012375,A11635,2025-05-23,medium,4.8,5.0
K012376,A11635,2025-10-25,medium,11.6,4.5
K012377,A11639,2025-11-26,high,22.5,3.1
K012378,A11640,2026-02-16,medium,12.5,3.7
K012379,A11641,2025-05-26,low,8.3,4.7
K012380,A11641,2025-04-19,low,14.2,4.1
K012381,A11642,2024-10-10,medium,20.7,4.3
K012382,A11644,2025-06-18,medium,14.6,4.3
K012383,A11644,2026-03-21,low,9.7,4.2
K012384,A11644,2025-09-02,medium,7.7,3.7
K012385,A11644,2025-10-01,medium,19.2,4.2
K012386,A11645,2025-06-19,medium,3.4,5.0
K012387,A11645,2025-08-20,medium,12.2,4.0
K012388,A11647,2025-10-13,medium,7.0,4.8
K012389,A11647,2025-12-01,medium,22.3,3.7
K012390,A11650,2025-11-16,low,5.1,4.5
K012391,A11650,2025-07-07,medium,5.1,4.5
K012392,A11652,2025-03-21,low,27.6,4.0
K012393,A11652,2025-02-08,medium,4.0,4.0
K012394,A11653,2025-06-15,medium,1.4,4.2
K012395,A11653,2025-03-04,low,21.5,2.6
K012396,A11653,2025-09-14,medium,15.9,3.9
K012397,A11654,2025-12-19,low,11.2,3.8
K012398,A11656,2025-01-23,low,3.5,4.6
K012399,A11656,2025-04-28,low,4.5,4.3
K012400,A11657,2024-10-13,low,9.1,4.2
K012401,A11657,2024-11-03,medium,5.3,5.0
K012402,A11658,2025-03-21,medium,6.5,3.2
K012403,A11659,2025-11-20,low,14.1,5.0
K012404,A11660,2026-01-12,medium,2.9,3.3
K012405,A11661,2026-03-03,medium,7.6,3.9
K012406,A11662,2024-10-22,low,7.3,4.1
K012407,A11663,2024-12-23,high,35.4,3.7
K012408,A11663,2024-07-24,high,42.1,3.4
K012409,A11664,2025-03-03,high,6.5,4.7
K012410,A11664,2026-01-03,low,16.4,3.9
K012411,A11664,2024-12-28,high,12.1,3.3
K012412,A11666,2025-07-07,low,5.0,3.9
K012413,A11666,2025-08-19,high,8.0,4.4
K012414,A11669,2025-02-01,high,25.1,3.9
K012415,A11670,2025-03-09,low,15.8,4.4
K012416,A11671,2026-03-06,low,5.4,4.8
K012417,A11671,2025-04-20,high,28.4,3.0
K012418,A11672,2025-06-01,low,12.0,3.8
K012419,A11672,2025-02-03,high,23.0,4.2
K012420,A11673,2025-02-10,medium,14.1,3.2
K012421,A11677,2025-05-17,low,6.7,3.9
K012422,A11677,2025-09-03,medium,11.1,2.7
K012423,A11678,2026-02-20,medium,10.1,3.1
K012424,A11678,2025-09-03,low,1.5,3.9
K012425,A11681,2024-10-10,low,10.4,4.1
K012426,A11682,2024-10-26,medium,6.6,3.9
K012427,A11682,2026-01-25,low,9.5,3.8
K012428,A11683,2025-08-10,high,20.7,3.8
K012429,A11683,2026-03-07,low,4.9,3.2
K012430,A11683,2025-10-17,low,12.6,4.3
K012431,A11685,2025-07-03,low,8.3,4.5
K012432,A11686,2026-03-15,medium,5.3,3.9
K012433,A11686,2025-11-14,low,12.1,3.5
K012434,A11689,2025-06-13,low,3.7,4.2
K012435,A11692,2026-02-16,high,7.7,4.3
K012436,A11693,2025-04-15,low,4.4,4.0
K012437,A11696,2025-07-10,medium,3.9,4.0
K012438,A11699,2025-12-18,low,11.7,4.3
K012439,A11700,2026-03-19,low,4.4,3.8
K012440,A11701,2025-12-28,medium,18.4,4.1
K012441,A11702,2026-03-24,medium,20.0,3.8
K012442,A11703,2025-01-11,medium,11.6,3.9
K012443,A11703,2024-07-16,medium,5.5,4.1
K012444,A11706,2025-04-05,medium,11.7,3.9
K012445,A11707,2025-03-29,low,9.4,3.6
K012446,A11708,2025-12-25,medium,11.8,4.0
K012447,A11709,2026-02-27,high,26.6,3.3
K012448,A11711,2025-07-24,low,2.6,3.5
K012449,A11711,2026-03-10,high,16.8,3.8
K012450,A11712,2024-11-19,medium,1.1,4.1
K012451,A11712,2024-03-21,medium,13.0,3.0
K012452,A11715,2025-09-27,medium,14.6,2.5
K012453,A11716,2026-03-30,low,20.2,3.4
K012454,A11717,2024-11-04,low,4.7,4.3
K012455,A11717,2025-02-14,low,16.8,3.1
K012456,A11717,2024-12-13,medium,40.4,2.7
K012457,A11718,2025-08-08,medium,7.8,4.2
K012458,A11719,2025-01-25,low,19.0,3.6
K012459,A11719,2025-03-30,low,3.0,4.2
K012460,A11720,2026-02-03,low,6.3,4.0
K012461,A11720,2026-02-21,medium,3.8,4.1
K012462,A11721,2024-04-27,medium,19.9,3.6
K012463,A11723,2025-03-10,medium,6.5,4.6
K012464,A11723,2025-03-31,low,11.0,3.5
K012465,A11724,2024-12-06,medium,25.0,3.4
K012466,A11724,2024-11-16,high,31.1,3.8
K012467,A11725,2025-01-05,medium,12.7,4.7
K012468,A11725,2025-01-19,medium,29.5,3.9
K012469,A11727,2026-03-10,medium,9.6,4.6
K012470,A11728,2025-06-19,low,18.6,3.5
K012471,A11728,2025-05-18,high,19.9,3.4
K012472,A11729,2025-08-09,low,3.4,4.1
K012473,A11729,2025-03-31,medium,3.9,2.8
K012474,A11731,2026-03-05,low,2.0,3.9
K012475,A11732,2025-12-07,medium,14.7,4.2
K012476,A11732,2025-01-29,low,14.2,3.6
K012477,A11732,2026-01-05,low,8.8,4.5
K012478,A11733,2026-03-28,medium,18.9,3.3
K012479,A11734,2024-06-18,low,9.6,3.5
K012480,A11734,2024-10-20,low,6.7,3.9
K012481,A11734,2024-09-11,high,11.2,3.9
K012482,A11734,2024-05-21,medium,10.1,4.2
K012483,A11734,2024-05-12,medium,42.8,3.8
K012484,A11735,2025-08-03,low,3.7,3.5
K012485,A11735,2025-07-13,medium,16.2,3.7
K012486,A11741,2025-01-15,low,17.7,3.6
K012487,A11741,2026-01-15,high,7.0,4.4
K012488,A11747,2026-03-15,high,12.1,4.2
K012489,A11747,2025-05-09,medium,21.0,3.3
K012490,A11748,2025-07-22,low,18.9,3.6
K012491,A11749,2025-02-08,medium,1.5,5.0
K012492,A11749,2025-03-07,low,19.6,3.4
K012493,A11750,2025-12-01,low,3.0,4.4
K012494,A11751,2026-01-22,low,1.8,3.7
K012495,A11751,2025-07-30,low,1.9,4.1
K012496,A11754,2025-03-20,high,16.9,4.0
K012497,A11754,2025-05-26,low,3.6,4.2
K012498,A11754,2024-12-26,low,13.5,5.0
K012499,A11754,2025-01-16,high,12.0,3.5
K012500,A11755,2025-06-10,medium,20.6,3.9
K012501,A11755,2025-05-31,high,26.7,3.7
K012502,A11755,2025-09-24,low,16.8,3.6
K012503,A11756,2026-02-27,medium,7.9,4.3
K012504,A11756,2025-08-04,low,3.8,3.6
K012505,A11757,2025-10-29,medium,10.4,5.0
K012506,A11761,2026-01-27,low,5.2,5.0
K012507,A11763,2025-06-26,medium,6.4,4.4
K012508,A11764,2025-04-09,medium,11.2,3.8
K012509,A11765,2025-11-07,low,10.5,3.7
K012510,A11765,2025-12-15,medium,9.5,4.3
K012511,A11768,2025-11-24,low,16.3,3.9
K012512,A11769,2024-08-20,high,3.6,3.4
K012513,A11769,2025-11-15,low,7.1,4.0
K012514,A11770,2024-09-06,low,17.5,3.9
K012515,A11771,2024-09-29,medium,43.7,3.0
K012516,A11772,2025-10-11,medium,4.9,3.8
K012517,A11773,2024-09-11,high,24.6,4.5
K012518,A11775,2024-12-08,medium,7.5,4.3
K012519,A11776,2025-05-16,low,2.1,4.5
K012520,A11781,2024-04-29,medium,20.0,4.6
K012521,A11781,2025-11-04,medium,4.2,4.3
K012522,A11782,2025-01-24,high,7.9,3.1
K012523,A11783,2025-02-11,low,5.2,3.6
K012524,A11784,2025-05-01,medium,13.5,3.9
K012525,A11784,2025-04-14,medium,3.4,4.2
K012526,A11784,2025-05-18,low,11.4,3.6
K012527,A11786,2024-08-09,low,17.6,2.4
K012528,A11786,2024-03-03,medium,27.4,4.2
K012529,A11786,2024-07-14,high,9.2,4.9
K012530,A11787,2025-02-20,low,22.0,3.7
K012531,A11787,2025-03-11,high,41.8,3.5
K012532,A11788,2025-04-07,high,3.4,4.2
K012533,A11789,2025-07-22,low,3.6,3.8
K012534,A11789,2025-10-28,medium,9.2,3.5
K012535,A11791,2025-04-15,medium,9.4,5.0
K012536,A11792,2025-04-12,medium,22.5,1.5
K012537,A11793,2025-09-08,low,17.0,3.5
K012538,A11793,2026-02-19,high,3.5,2.9
K012539,A11794,2024-09-27,high,34.9,4.4
K012540,A11794,2025-07-08,high,12.0,3.9
K012541,A11796,2025-11-15,low,9.5,3.7
K012542,A11796,2025-09-10,medium,9.9,4.4
K012543,A11796,2025-12-17,low,35.7,4.0
K012544,A11798,2025-01-20,low,5.1,4.2
K012545,A11799,2025-11-02,medium,11.0,4.5
K012546,A11799,2025-09-25,low,7.1,3.6
K012547,A11799,2026-03-17,medium,6.7,4.0
K012548,A11799,2024-05-14,low,28.9,2.7
K012549,A11800,2024-11-02,high,13.1,3.3
K012550,A11801,2025-05-20,medium,20.0,3.7
K012551,A11801,2025-06-09,low,12.6,4.4
K012552,A11801,2025-06-29,medium,7.3,4.9
K012553,A11801,2025-05-26,low,30.4,2.9
K012554,A11802,2024-12-03,medium,2.6,4.0
K012555,A11803,2026-01-07,low,13.0,4.4
K012556,A11804,2025-04-14,low,17.0,3.2
K012557,A11805,2025-03-06,medium,19.9,3.4
K012558,A11806,2025-04-10,low,17.1,3.9
K012559,A11809,2025-07-27,medium,11.7,4.3
K012560,A11811,2025-10-01,low,9.2,4.2
K012561,A11811,2025-12-02,low,3.9,3.4
K012562,A11813,2025-09-20,low,4.3,4.5
K012563,A11815,2025-01-10,low,17.0,3.9
K012564,A11816,2025-04-25,medium,36.1,3.5
K012565,A11816,2025-07-01,medium,3.2,4.0
K012566,A11817,2025-08-24,high,4.0,4.5
K012567,A11817,2025-05-20,medium,7.0,4.2
K012568,A11818,2025-04-06,medium,10.1,4.7
K012569,A11820,2024-11-20,medium,7.9,3.7
K012570,A11821,2025-09-04,low,8.7,4.2
K012571,A11822,2024-10-06,medium,11.5,3.9
K012572,A11822,2024-08-26,low,13.8,2.8
K012573,A11823,2026-02-21,low,14.9,4.7
K012574,A11824,2025-04-06,high,11.1,4.2
K012575,A11825,2025-06-06,medium,13.9,3.2
K012576,A11825,2025-05-14,medium,6.7,4.2
K012577,A11825,2025-04-24,low,5.3,3.8
K012578,A11825,2025-04-06,low,6.2,3.6
K012579,A11826,2025-04-20,low,9.7,3.6
K012580,A11827,2024-11-04,low,2.1,4.3
K012581,A11828,2024-05-12,low,26.0,4.2
K012582,A11829,2025-06-19,medium,7.6,4.4
K012583,A11830,2024-11-01,high,10.3,3.4
K012584,A11831,2024-03-21,low,2.3,4.7
K012585,A11831,2024-04-06,medium,2.3,3.6
K012586,A11831,2024-04-25,low,6.3,4.6
K012587,A11832,2025-09-20,medium,6.7,4.8
